string,timestamp,float,float,float,float,int,int
1A0001,2005-07-18 10:00:00,1023.38,1023.38,1008.52,1012.10,4355539,12263001
1A0001,2005-07-19 10:00:00,1011.01,1020.67,1004.66,1014.35,4144075,12041995
1A0001,2005-07-20 10:00:00,1013.98,1025.10,1008.68,1021.05,4663370,13627627
1A0001,2005-07-21 10:00:00,1020.69,1022.04,1009.99,1020.63,5101805,14900281
1A0001,2005-07-22 10:00:00,1026.13,1054.64,1024.00,1046.32,11512307,32653354
1A0001,2005-07-25 10:00:00,1045.27,1048.97,1040.59,1045.40,6388575,17573899
1A0001,2005-07-26 10:00:00,1046.54,1078.06,1046.54,1072.81,11516139,32541661
000039,2005-04-01 10:00:00,13.46,14.58,13.46,14.36,262060,186107
000039,2005-04-04 10:00:00,14.22,14.75,13.94,14.41,171948,119266
000039,2005-04-05 10:00:00,14.41,14.77,14.29,14.55,150290,102946
000039,2005-04-06 10:00:00,15.16,15.38,14.79,15.23,569294,378233
000039,2005-04-07 10:00:00,15.26,15.89,15.23,15.30,410112,263262
000039,2005-04-08 10:00:00,15.51,15.75,14.67,14.72,319064,210648
000039,2005-04-11 10:00:00,15.51,15.75,14.67,14.72,319064,210648
000039,2005-04-12 10:00:00,14.62,14.96,14.55,14.82,138856,94011
000039,2005-04-13 10:00:00,15.11,15.25,14.57,14.84,198756,133898
000039,2005-04-14 10:00:00,14.90,15.08,14.61,14.78,97518,65899
000039,2005-04-15 10:00:00,14.64,15.33,14.64,15.25,212118,140226
000039,2005-04-18 10:00:00,15.26,15.54,15.18,15.29,135866,88335
000039,2005-04-19 10:00:00,15.25,15.30,14.69,15.00,151302,101475
000039,2005-04-20 10:00:00,14.89,15.09,14.64,14.97,87670,58943
000039,2005-04-21 10:00:00,15.01,15.50,14.86,15.49,210700,137722
000039,2005-04-22 10:00:00,15.99,15.99,15.41,15.57,196228,125665
000039,2005-04-25 10:00:00,15.57,16.16,15.30,16.05,334376,210057
000039,2005-04-26 10:00:00,16.26,16.68,15.69,15.80,380168,235107
000039,2005-04-27 10:00:00,15.78,16.24,15.60,16.10,174202,109375
000039,2005-04-28 10:00:00,16.10,16.49,15.66,15.89,235760,147986
000039,2005-04-29 10:00:00,15.89,15.90,14.76,14.89,343240,227174
000039,2005-05-09 10:00:00,14.87,15.00,13.40,13.40,274104,196121
000039,2005-05-10 10:00:00,13.00,13.99,12.50,13.79,227379,171291
000039,2005-05-11 10:00:00,13.62,13.77,12.55,12.91,219015,167754
000039,2005-05-12 10:00:00,12.70,13.08,12.38,12.50,240272,189317
000039,2005-05-13 10:00:00,12.41,12.80,11.93,12.50,249144,202382
000039,2005-05-16 10:00:00,12.50,13.02,12.15,12.97,138740,110396
000039,2005-05-17 10:00:00,12.88,13.35,12.63,12.88,221403,169379
000039,2005-05-18 10:00:00,12.88,13.05,12.25,12.84,167122,132607
000039,2005-05-19 10:00:00,12.70,12.94,12.52,12.77,67868,53134
000039,2005-05-20 10:00:00,12.72,12.93,12.60,12.78,67014,52353
000039,2005-05-23 10:00:00,12.78,12.85,12.30,12.38,134706,107536
000039,2005-05-24 10:00:00,12.35,12.45,11.98,12.13,186924,154217
000039,2005-05-25 10:00:00,12.10,12.13,11.56,11.70,184138,156268
000039,2005-05-26 10:00:00,11.64,11.97,11.60,11.80,91275,77376
000039,2005-05-27 10:00:00,11.75,11.85,11.23,11.28,98416,85039
000039,2005-05-30 10:00:00,11.25,11.25,10.60,10.89,174218,159923
000039,2005-05-31 10:00:00,10.82,11.06,10.81,11.01,129926,118581
000039,2005-06-01 10:00:00,11.00,11.00,10.25,10.27,189507,179876
000039,2005-06-02 10:00:00,10.07,10.18,9.74,9.86,242876,244011
000039,2005-06-03 10:00:00,9.78,10.15,9.45,10.00,184162,188449
000039,2005-06-06 10:00:00,9.91,11.00,9.82,11.00,267992,254057
000039,2005-06-07 10:00:00,11.25,11.85,11.00,11.09,721868,632516
000039,2005-06-08 10:00:00,10.91,12.20,10.89,12.20,818278,690189
000039,2005-06-09 10:00:00,12.40,12.80,12.07,12.69,911696,728239
000039,2005-06-10 10:00:00,12.60,12.60,11.82,12.04,546385,449253
000039,2005-06-13 10:00:00,12.02,12.27,11.51,11.92,309961,260534
000039,2005-06-14 10:00:00,12.00,12.20,11.46,11.47,324564,275631
000039,2005-06-15 10:00:00,11.40,11.40,10.50,10.90,411715,379153
000039,2005-06-16 10:00:00,10.87,10.97,10.52,10.94,306716,284926
000039,2005-06-17 10:00:00,10.79,10.79,9.85,9.87,681800,676295
000039,2005-06-20 10:00:00,9.69,10.28,9.00,10.10,607638,625536
000039,2005-06-21 10:00:00,9.94,10.09,9.68,9.78,281668,285382
000039,2005-06-22 10:00:00,9.60,9.72,9.42,9.62,234102,244784
000039,2005-06-23 10:00:00,9.63,10.50,9.63,10.13,449348,442715
000039,2005-06-24 10:00:00,10.00,10.10,9.81,10.02,159868,160304
000039,2005-06-27 10:00:00,10.15,10.50,10.15,10.23,325747,316753
000039,2005-06-28 10:00:00,10.20,10.32,9.95,10.03,154896,153406
000039,2005-06-29 10:00:00,10.03,10.15,9.88,9.96,131656,131691
000039,2005-06-30 10:00:00,9.90,9.90,9.40,9.46,212774,221973
000039,2005-07-01 10:00:00,9.40,9.78,9.26,9.62,149223,156813
000039,2005-07-04 10:00:00,9.52,9.85,9.46,9.69,107398,110883
000039,2005-07-05 10:00:00,9.67,9.70,9.41,9.49,70359,73827
000039,2005-07-06 10:00:00,9.50,9.65,9.39,9.43,60301,63618
000039,2005-07-07 10:00:00,9.40,9.50,9.30,9.40,68499,72942
000039,2005-07-08 10:00:00,9.34,9.35,9.12,9.18,74537,81032
000039,2005-07-11 10:00:00,9.39,9.55,9.00,9.05,94278,101744
000039,2005-07-12 10:00:00,9.05,9.55,8.93,9.44,163655,175382
000039,2005-07-13 10:00:00,9.34,9.42,9.24,9.26,81309,87153
000039,2005-07-14 10:00:00,9.26,9.48,9.16,9.36,89867,95754
000039,2005-07-15 10:00:00,9.33,9.54,9.32,9.48,106787,112847
000039,2005-07-18 10:00:00,9.60,9.86,9.60,9.68,160947,165572
000039,2005-07-19 10:00:00,9.66,9.98,9.61,9.88,150808,153046
000039,2005-07-20 10:00:00,9.85,9.88,9.63,9.70,122843,126374
000039,2005-07-21 10:00:00,9.70,9.70,9.39,9.46,98333,103472
000039,2005-07-22 10:00:00,9.27,9.60,9.21,9.47,170916,182199
000039,2005-07-25 10:00:00,9.43,9.43,9.14,9.18,163344,177058
000039,2005-07-26 10:00:00,9.13,9.55,9.00,9.51,211593,226544
000012,2005-04-01 10:00:00,5.15,5.37,5.00,5.28,28273,54009
000012,2005-04-04 10:00:00,5.25,5.30,5.07,5.27,14967,28683
000012,2005-04-05 10:00:00,5.27,5.40,5.22,5.28,19314,36370
000012,2005-04-06 10:00:00,5.30,5.51,5.26,5.47,24964,46165
000012,2005-04-07 10:00:00,5.49,5.73,5.44,5.44,48222,86523
000012,2005-04-08 10:00:00,5.44,5.64,5.44,5.62,33939,60919
000012,2005-04-11 10:00:00,5.60,5.71,5.53,5.57,32764,58276
000012,2005-04-12 10:00:00,5.50,5.57,5.40,5.41,20445,37447
000012,2005-04-13 10:00:00,5.54,5.66,5.45,5.53,29265,52758
000012,2005-04-14 10:00:00,5.53,5.59,5.42,5.44,20076,36635
000012,2005-04-15 10:00:00,5.40,5.42,5.25,5.34,19304,36238
000012,2005-04-18 10:00:00,5.30,5.35,5.27,5.32,8032,15137
000012,2005-04-19 10:00:00,5.31,5.39,5.31,5.35,7406,13866
000012,2005-04-20 10:00:00,5.34,5.35,5.18,5.26,10369,19681
000012,2005-04-21 10:00:00,5.25,5.30,5.16,5.27,10569,20217
000012,2005-04-22 10:00:00,5.25,5.30,5.16,5.27,10569,20217
000012,2005-04-25 10:00:00,4.75,5.05,4.75,4.75,16006,33574
000012,2005-04-26 10:00:00,4.59,4.60,4.27,4.44,63871,147125
000012,2005-04-27 10:00:00,4.42,4.43,4.25,4.26,24195,55703
000012,2005-04-28 10:00:00,4.23,4.47,4.22,4.46,18861,42886
000012,2005-04-29 10:00:00,4.46,4.47,4.34,4.38,12343,28009
000012,2005-05-09 10:00:00,4.41,4.41,4.15,4.15,7306,17149
000012,2005-05-10 10:00:00,4.15,4.15,3.75,4.01,14170,36067
000012,2005-05-11 10:00:00,4.00,4.00,3.84,3.91,6448,16448
000012,2005-05-12 10:00:00,3.84,3.91,3.83,3.85,7847,20323
000012,2005-05-13 10:00:00,3.79,3.94,3.79,3.93,6229,15983
000012,2005-05-16 10:00:00,3.95,3.95,3.87,3.91,3154,8045
000012,2005-05-17 10:00:00,3.90,4.01,3.84,3.97,6315,15936
000012,2005-05-18 10:00:00,4.00,4.02,3.95,4.02,5006,12558
000012,2005-05-19 10:00:00,4.07,4.07,3.95,4.02,4080,10213
000012,2005-05-20 10:00:00,4.07,4.15,4.04,4.05,11645,28453
000012,2005-05-23 10:00:00,4.03,4.03,3.88,3.91,6697,17014
000012,2005-05-24 10:00:00,3.90,4.06,3.90,3.97,5634,14161
000012,2005-05-25 10:00:00,3.96,4.04,3.95,4.02,5304,13231
000012,2005-05-26 10:00:00,4.02,4.04,3.94,3.96,8563,21444
000012,2005-05-27 10:00:00,3.90,3.99,3.77,3.78,6125,15844
000012,2005-05-30 10:00:00,3.78,3.85,3.71,3.79,5943,15746
000012,2005-05-31 10:00:00,3.77,3.80,3.69,3.74,3293,8801
000012,2005-06-01 10:00:00,3.75,3.76,3.48,3.50,5832,16188
000012,2005-06-02 10:00:00,3.48,3.54,3.32,3.39,5878,17116
000012,2005-06-03 10:00:00,3.40,3.47,3.34,3.42,7044,20860
000012,2005-06-06 10:00:00,3.42,3.50,3.29,3.49,8388,24800
000012,2005-06-07 10:00:00,3.52,3.60,3.46,3.52,9570,27036
000012,2005-06-08 10:00:00,3.52,3.87,3.52,3.85,18489,49517
000012,2005-06-09 10:00:00,3.86,4.10,3.76,4.03,26670,67096
000012,2005-06-10 10:00:00,4.01,4.01,3.83,3.85,12644,32365
000012,2005-06-13 10:00:00,3.85,3.91,3.76,3.88,8190,21229
000012,2005-06-14 10:00:00,3.86,3.93,3.72,3.75,6552,17116
000012,2005-06-15 10:00:00,3.75,3.75,3.59,3.62,6390,17498
000012,2005-06-16 10:00:00,3.62,3.70,3.57,3.68,5932,16348
000012,2005-06-17 10:00:00,3.70,3.74,3.61,3.61,3772,10360
000012,2005-06-20 10:00:00,3.62,3.83,3.58,3.81,10643,28488
000012,2005-06-21 10:00:00,3.82,3.98,3.75,3.89,13399,34440
000012,2005-06-22 10:00:00,3.89,3.91,3.82,3.88,4152,10768
000012,2005-06-23 10:00:00,3.85,3.88,3.80,3.81,4401,11461
000012,2005-06-24 10:00:00,3.78,3.82,3.72,3.78,3664,9721
000012,2005-06-27 10:00:00,3.86,3.93,3.85,3.88,8144,20928
000012,2005-06-28 10:00:00,3.87,3.87,3.75,3.79,4818,12720
000012,2005-06-29 10:00:00,3.80,3.85,3.76,3.80,3439,9036
000012,2005-06-30 10:00:00,3.82,3.82,3.62,3.62,4725,12704
000012,2005-07-01 10:00:00,3.60,3.65,3.48,3.51,6578,18464
000012,2005-07-04 10:00:00,3.46,3.48,3.30,3.41,4186,12347
000012,2005-07-05 10:00:00,3.41,3.49,3.40,3.43,3827,11114
000012,2005-07-06 10:00:00,3.43,3.45,3.36,3.38,2580,7597
000012,2005-07-07 10:00:00,3.43,3.45,3.37,3.37,3995,11751
000012,2005-07-08 10:00:00,3.40,3.40,3.20,3.23,4054,12369
000012,2005-07-11 10:00:00,3.28,3.38,3.15,3.16,3699,11313
000012,2005-07-12 10:00:00,3.16,3.34,3.10,3.33,4686,14390
000012,2005-07-13 10:00:00,3.38,3.38,3.29,3.31,3032,9127
000012,2005-07-14 10:00:00,3.30,3.34,3.25,3.29,1734,5269
000012,2005-07-15 10:00:00,3.40,3.42,3.28,3.34,6159,18471
000012,2005-07-18 10:00:00,3.35,3.36,3.20,3.29,12032,36699
000012,2005-07-19 10:00:00,3.26,3.35,3.25,3.31,6288,19087
000012,2005-07-20 10:00:00,3.33,3.43,3.27,3.42,6002,17815
000012,2005-07-21 10:00:00,3.36,3.43,3.36,3.41,4630,13591
000012,2005-07-22 10:00:00,3.41,3.56,3.29,3.55,18982,55444
000012,2005-07-25 10:00:00,3.49,3.50,3.43,3.45,5014,14476
000012,2005-07-26 10:00:00,3.45,3.57,3.44,3.55,10768,30629
1B0007,2005-04-01 10:00:00,2211.13,2322.84,2200.26,2293.92,6448433,11204400
1B0007,2005-04-04 10:00:00,2270.60,2282.95,2243.88,2253.84,4459225,7336024
1B0007,2005-04-05 10:00:00,2248.88,2266.53,2231.34,2235.15,3784943,6286860
1B0007,2005-04-06 10:00:00,2232.42,2286.36,2217.07,2275.34,5533478,8882506
1B0007,2005-04-07 10:00:00,2280.52,2338.65,2274.34,2300.02,8016895,13177113
1B0007,2005-04-08 10:00:00,2299.82,2340.18,2285.88,2339.27,5241459,8568580
1B0007,2005-04-11 10:00:00,2340.64,2350.02,2314.56,2322.48,5895478,9519768
1B0007,2005-04-12 10:00:00,2317.65,2319.55,2283.09,2284.13,3529370,6028684
1B0007,2005-04-13 10:00:00,2306.23,2351.84,2306.23,2337.31,5915303,10155499
1B0007,2005-04-14 10:00:00,2347.58,2351.22,2304.89,2307.08,4507696,7855466
1B0007,2005-04-15 10:00:00,2296.85,2296.85,2270.41,2275.67,3797784,6483213
1B0007,2005-04-18 10:00:00,2268.19,2269.73,2237.61,2248.39,3294320,5642163
1B0007,2005-04-19 10:00:00,2246.11,2260.10,2236.29,2253.91,3325003,5602060
1B0007,2005-04-20 10:00:00,2251.67,2251.67,2209.15,2220.75,3003990,5310927
1B0007,2005-04-21 10:00:00,2214.92,2233.08,2194.32,2206.48,3566088,6273798
1B0007,2005-04-22 10:00:00,2203.17,2221.60,2195.31,2205.29,3724430,6463174
1B0007,2005-04-25 10:00:00,2201.00,2201.00,2165.17,2187.42,3643579,6831508
1B0007,2005-04-26 10:00:00,2183.65,2209.27,2175.74,2201.30,3907930,7044214
1B0007,2005-04-27 10:00:00,2200.76,2202.78,2173.21,2174.36,3832430,6915286
1B0007,2005-04-28 10:00:00,2166.89,2218.15,2147.67,2208.54,4914090,8907995
1B0007,2005-04-29 10:00:00,2206.48,2212.28,2182.74,2190.28,4012487,7067558
1B0007,2005-05-09 10:00:00,2196.71,2204.51,2141.85,2141.85,2952457,5376959
1B0007,2005-05-10 10:00:00,2134.61,2152.49,2106.73,2151.67,3818377,6644824
1B0007,2005-05-11 10:00:00,2149.14,2162.02,2124.65,2128.18,3063289,5520413
1B0007,2005-05-12 10:00:00,2123.85,2124.52,2085.09,2088.54,3851546,6578147
1B0007,2005-05-13 10:00:00,2083.39,2122.75,2071.24,2095.19,3852863,7344724
1B0007,2005-05-16 10:00:00,2089.83,2090.25,2053.24,2065.88,2876186,5298481
1B0007,2005-05-17 10:00:00,2060.40,2097.59,2050.47,2080.65,2888367,5676522
1B0007,2005-05-18 10:00:00,2081.53,2103.15,2059.41,2085.00,2805425,4969110
1B0007,2005-05-19 10:00:00,2084.43,2097.68,2057.86,2088.70,2881083,5601318
1B0007,2005-05-20 10:00:00,2086.38,2104.09,2076.23,2085.15,2446415,4880319
1B0007,2005-05-23 10:00:00,2075.57,2075.57,2035.61,2038.32,2338189,4758551
1B0007,2005-05-24 10:00:00,2031.58,2052.42,2014.53,2044.33,2916024,5918511
1B0007,2005-05-25 10:00:00,2043.32,2062.53,2029.02,2043.78,2176892,4292749
1B0007,2005-05-26 10:00:00,2042.11,2053.74,2011.68,2016.60,2153688,4271141
1B0007,2005-05-27 10:00:00,2011.13,2034.89,1996.64,1999.16,2801826,5310999
1B0007,2005-05-30 10:00:00,1994.42,2020.77,1981.31,2013.41,2200359,4304351
1B0007,2005-05-31 10:00:00,2015.78,2034.48,2011.36,2016.60,2341637,4643230
1B0007,2005-06-01 10:00:00,2014.69,2024.42,1975.92,1978.45,2688884,5188069
1B0007,2005-06-02 10:00:00,1972.84,1974.39,1918.27,1931.69,3384823,6511754
1B0007,2005-06-03 10:00:00,1926.18,1944.73,1909.08,1931.30,2557553,5117553
1B0007,2005-06-06 10:00:00,1928.06,1977.41,1907.85,1977.22,2852051,5765891
1B0007,2005-06-07 10:00:00,1981.91,2019.35,1966.47,1971.13,4103991,7962465
1B0007,2005-06-08 10:00:00,2004.56,2138.45,1989.02,2131.83,11000450,21781227
1B0007,2005-06-09 10:00:00,2135.22,2181.35,2106.35,2149.66,11254400,22026167
1B0007,2005-06-10 10:00:00,2148.28,2148.28,2099.09,2112.08,7843330,15074939
1B0007,2005-06-13 10:00:00,2104.69,2114.40,2062.96,2097.92,4972033,9914002
1B0007,2005-06-14 10:00:00,2103.50,2129.11,2075.22,2076.83,4971174,9488993
1B0007,2005-06-15 10:00:00,2070.97,2072.87,2038.61,2042.42,4042736,7446251
1B0007,2005-06-16 10:00:00,2040.98,2074.08,2031.33,2073.29,4106264,7644557
1B0007,2005-06-17 10:00:00,2083.79,2094.93,2066.59,2079.60,5515209,10183105
1B0007,2005-06-20 10:00:00,2083.47,2137.12,2064.16,2136.44,6108007,12475961
1B0007,2005-06-21 10:00:00,2135.61,2135.61,2107.79,2111.39,3981480,8012084
1B0007,2005-06-22 10:00:00,2105.80,2120.94,2099.40,2120.34,3286874,6456851
1B0007,2005-06-23 10:00:00,2117.99,2127.79,2101.61,2103.08,2839325,5564845
1B0007,2005-06-24 10:00:00,2097.41,2114.30,2091.57,2113.30,2871948,6094556
1B0007,2005-06-27 10:00:00,2125.67,2160.61,2125.67,2151.73,5395852,10690822
1B0007,2005-06-28 10:00:00,2143.72,2143.72,2119.54,2124.87,3125189,6535830
1B0007,2005-06-29 10:00:00,2136.18,2138.15,2114.39,2116.37,3697844,7453908
1B0007,2005-06-30 10:00:00,2113.01,2113.01,2068.22,2074.47,3406818,7179777
1B0007,2005-07-04 10:00:00,2024.10,2027.87,1996.59,2026.53,2556541,5800102
1B0007,2005-07-05 10:00:00,2018.43,2025.35,1997.21,2010.62,3308855,5894488
1B0007,2005-07-06 10:00:00,2013.00,2020.39,1983.91,1992.41,2424800,4688575
1B0007,2005-07-07 10:00:00,1989.78,2004.21,1982.99,1994.82,1908980,4103285
1B0007,2005-07-08 10:00:00,1990.32,1990.32,1958.24,1962.35,2302780,4884855
1B0007,2005-07-11 10:00:00,1979.14,2009.37,1947.32,1951.22,2690077,5809684
1B0007,2005-07-12 10:00:00,1945.04,2026.38,1938.17,2019.64,5297804,10991105
1B0007,2005-07-13 10:00:00,2016.37,2020.67,1998.21,2006.54,3190607,6725185
1B0007,2005-07-14 10:00:00,2001.78,2031.34,1997.49,2015.28,3359551,6928707
1B0007,2005-07-15 10:00:00,2013.55,2024.78,1985.77,1993.70,2902531,6369850
1B0007,2005-07-18 10:00:00,1988.04,1991.89,1969.58,1977.75,2341242,5411222
1B0007,2005-07-19 10:00:00,1973.64,1993.59,1968.38,1982.51,2339345,5188783
1B0007,2005-07-20 10:00:00,1981.88,2003.21,1973.70,1997.13,2646961,5855341
1B0007,2005-07-21 10:00:00,1996.69,2002.21,1982.54,2002.00,2816943,5820090
1B0007,2005-07-22 10:00:00,2011.65,2053.81,1999.07,2036.68,7095829,15261661
1B0007,2005-07-25 10:00:00,2033.14,2040.25,2025.06,2028.88,3667430,7565543
1B0007,2005-07-26 10:00:00,2027.72,2083.42,2027.72,2074.04,7032145,15286443
000581,2005-04-01 10:00:00,8.08,8.79,8.07,8.65,39243,46218
000581,2005-04-04 10:00:00,8.54,8.69,8.38,8.60,22940,26729
000581,2005-04-05 10:00:00,8.63,8.74,8.51,8.60,11794,13662
000581,2005-04-06 10:00:00,8.52,9.32,8.52,9.14,38131,42330
000581,2005-04-07 10:00:00,9.14,9.28,8.92,8.98,38031,41634
000581,2005-04-08 10:00:00,9.04,9.26,8.91,9.18,9157,10039
000581,2005-04-11 10:00:00,8.95,9.23,8.81,8.92,16334,18211
000581,2005-04-12 10:00:00,8.77,9.16,8.77,9.10,9513,10538
000581,2005-04-13 10:00:00,9.10,9.45,8.77,8.94,27742,30844
000581,2005-04-14 10:00:00,8.94,9.07,8.85,8.91,17200,19306
000581,2005-04-15 10:00:00,8.84,9.08,8.84,9.03,11320,12638
000581,2005-04-18 10:00:00,8.91,9.23,8.85,9.07,5661,6234
000581,2005-04-19 10:00:00,9.05,9.07,8.88,8.97,5704,6368
000581,2005-04-20 10:00:00,8.96,9.03,8.60,8.65,21235,24197
000581,2005-04-21 10:00:00,8.61,8.80,8.51,8.79,10323,11921
000581,2005-04-22 10:00:00,8.88,8.97,8.73,8.91,22813,25756
000581,2005-04-25 10:00:00,8.80,8.94,8.73,8.91,10491,11921
000581,2005-04-26 10:00:00,8.89,9.01,8.43,8.88,19297,21997
000581,2005-04-27 10:00:00,8.88,9.04,8.73,8.82,40845,45998
000581,2005-04-28 10:00:00,8.73,8.99,8.73,8.98,24681,27700
000581,2005-04-29 10:00:00,9.01,9.01,8.81,8.96,10112,11367
000581,2005-05-09 10:00:00,8.87,8.95,8.27,8.49,27990,33041
000581,2005-05-10 10:00:00,8.54,8.54,8.28,8.50,12209,14516
